nb_shards,nb_requests,accuracy,retraining_time
10,0,0.7618130457113508,15.436249256134033
10,1,0.7618130457113508,0
10,2,0.7611549820236261,0.2238171100616455
10,3,0.7618130457113508,11.376028299331665
10,4,0.7618130457113508,13.126142501831055
10,5,0.7618130457113508,9.72821879386902
10,6,0.768361581920904,5.282355070114136
10,7,0.7618451463790447,15.774353504180908
10,8,0.7535471237801746,13.594529151916504
10,9,0.7646058038007191,13.447589874267578
10,10,0.7642847971237802,21.708022832870483
10,11,0.761732794042116,22.885884761810303
10,12,0.7618611967128917,13.863856554031372
10,13,0.7618290960451978,18.36622667312622
10,14,0.7613957370313302,14.800093173980713
10,15,0.7595499486389317,18.64229464530945
10,16,0.7587955829481253,22.31329607963562
10,17,0.7567090395480226,15.039387941360474
10,18,0.7599512069851053,22.193143129348755
10,19,0.761732794042116,18.001620531082153
10,20,0.7639798407806883,16.565122604370117
