nb_shards,nb_requests,accuracy,retraining_time
5,0,0.95814072932717,12.337337493896484
5,1,0.6186601181304571,0
5,2,0.6186601181304571,0
5,3,0.6186601181304571,0
5,4,0.6186601181304571,0
5,5,0.95814072932717,0
5,6,0.95814072932717,0
5,7,0.95814072932717,0
5,8,0.95814072932717,0
5,9,0.9581086286594761,2.6914334297180176
5,10,0.95814072932717,0
5,11,0.95814072932717,0
5,12,0.95814072932717,0
5,13,0.95814072932717,0
5,14,0.9581086286594761,0
5,15,0.95814072932717,0
5,16,0.95814072932717,0
5,17,0.95814072932717,0
5,18,0.95814072932717,0
5,19,0.9581086286594761,0
5,20,0.9580765279917822,9.985651016235352
