nb_shards,nb_requests,accuracy,retraining_time
20,0,0.723051489470981,11.93107295036316
20,1,0.723051489470981,0
20,2,0.7229712378017463,0.0965545177459716
20,3,0.723067539804828,0.1969823837280272
20,4,0.723051489470981,9.896961450576782
20,5,0.723067539804828,9.424693584442139
20,6,0.723067539804828,9.962639570236206
20,7,0.723051489470981,9.567365407943726
20,8,0.7242392141756548,3.0894126892089844
20,9,0.7235329994863893,9.305774450302124
20,10,0.7230193888032871,9.267195224761963
20,11,0.723051489470981,10.212646961212158
20,12,0.7230193888032871,10.216903448104858
20,13,0.723051489470981,10.135488033294678
20,14,0.7233564458140729,9.751354932785034
20,15,0.7241589625064201,10.356661796569824
