nb_shards,nb_requests,accuracy,retraining_time
10,0,0.9491685927067283,19.859880208969116
10,1,0.5634148690292758,0
10,2,0.5634148690292758,0
10,3,0.5634148690292758,0
10,4,0.5634148690292758,0
10,5,0.5634148690292758,0
10,6,0.5634148690292758,0
10,7,0.5634148690292758,0
10,8,0.5634148690292758,0
10,9,0.5634148690292758,0
10,10,0.9491685927067283,0
10,11,0.9491685927067283,0
10,12,0.9491685927067283,1.4808754920959473
10,13,0.9491685927067283,1.608337163925171
10,14,0.9490722907036466,1.5440657138824463
10,15,0.9490722907036466,2.195112466812134
10,16,0.9490722907036466,2.6559741497039795
10,17,0.9490722907036466,2.6269819736480717
10,18,0.9490883410374936,2.688899278640747
10,19,0.9490722907036466,1.31473708152771
10,20,0.9490401900359527,18.52546000480652
10,21,0.9490401900359527,0
10,22,0.9490401900359527,0
10,23,0.9490401900359527,0
10,24,0.9489438880328711,0
10,25,0.9489438880328711,0
