nb_shards,nb_requests,accuracy,retraining_time
20,0,0.933182460195172,11.968591451644897
20,1,0.5432556497175142,0
20,2,0.5432556497175142,0
20,3,0.5432556497175142,0
20,4,0.5432556497175142,0
20,5,0.5432556497175142,0
20,6,0.5432556497175142,0
20,7,0.5432556497175142,0
20,8,0.5432556497175142,0
20,9,0.5432556497175142,0
20,10,0.5432556497175142,0
20,11,0.5432556497175142,0
20,12,0.5432556497175142,0
20,13,0.5432556497175142,0
20,14,0.5432556497175142,0
20,15,0.5432556497175142,0
20,16,0.5432556497175142,0
20,17,0.5432556497175142,0
20,18,0.5432556497175142,0
20,19,0.5432556497175142,0
20,20,0.9332627118644068,11.932184934616089
20,21,0.9332627118644068,0
20,22,0.9332306111967129,0.5970625877380371
20,23,0.9332306111967129,0.6073527336120605
20,24,0.9333108628659477,0.5889589786529541
20,25,0.9333108628659477,0.5886294841766357
