nb_shards,nb_requests,accuracy,retraining_time
20,0,0.724768875192604,11.77857518196106
20,1,0.724768875192604,0
20,2,0.724768875192604,0.0996980667114257
20,3,0.7248009758602979,7.1399245262146
20,4,0.724768875192604,7.157431125640869
20,5,0.724768875192604,2.0214796066284175
20,6,0.7242552645095018,9.32056474685669
20,7,0.724768875192604,9.292332410812378
20,8,0.7240947611710323,9.334316492080688
20,9,0.7232280431432974,9.504562139511108
20,10,0.7269677709296354,9.69849181175232
20,11,0.7247207241910631,10.034629106521606
20,12,0.7246083718541345,8.379284143447876
20,13,0.7247849255264509,10.048200607299805
20,14,0.7274974319465844,10.374418258666992
20,15,0.7246725731895224,9.827476263046265
20,16,0.7248170261941448,10.599263906478882
20,17,0.725924499229584,10.317946672439575
20,18,0.7246725731895224,10.480667114257812
20,19,0.724768875192604,9.963213682174683
20,20,0.7266467642526965,10.484973430633545
