nb_shards,nb_requests,accuracy,retraining_time
5,0,0.7926457370313302,14.922338724136353
5,1,0.7926457370313302,0
5,2,0.7926457370313302,5.139390468597412
5,3,0.7926136363636364,8.340080738067627
5,4,0.7926457370313302,9.75129747390747
5,5,0.7925975860297895,13.942792892456055
5,6,0.7926778376990241,13.39375638961792
5,7,0.7926617873651772,13.759613752365112
5,8,0.7748138161273754,15.236114263534548
5,9,0.7925975860297895,12.666374683380127
5,10,0.7926296866974833,13.956303596496582
5,11,0.7927420390344119,14.000222444534302
5,12,0.7897406266050334,14.726726770401
5,13,0.7925815356959425,14.021803140640259
5,14,0.7956953004622496,14.626210689544678
5,15,0.7925975860297895,12.770220279693604
5,16,0.7926457370313302,14.3835608959198
5,17,0.7925975860297895,14.058840036392212
5,18,0.7900295326142783,15.23655104637146
5,19,0.7926296866974833,15.123650789260862
5,20,0.8115851309707242,12.87519359588623
