nb_shards,nb_requests,accuracy,retraining_time
10,0,0.7610747303543913,16.810420274734497
10,1,0.7610747303543913,0
10,2,0.7610747303543913,16.562867641448975
10,3,0.7610747303543913,5.636225938796997
10,4,0.7611068310220852,6.91068696975708
10,5,0.7610265793528506,21.611005783081055
10,6,0.7611228813559322,21.7535080909729
10,7,0.7610426296866974,24.227466106414795
10,8,0.7611228813559322,22.71264410018921
10,9,0.7684578839239856,12.978969097137451
10,10,0.7611228813559322,20.647522449493408
10,11,0.7591968412942989,22.04911708831787
10,12,0.7610747303543913,21.279977321624756
10,13,0.763482280431433,18.873165130615234
10,14,0.7610265793528506,15.064597606658936
10,15,0.7611549820236261,22.765754461288452
