nb_shards,nb_requests,accuracy,retraining_time
20,0,0.9339689265536724,11.810647010803223
20,1,0.5560477657935285,0
20,2,0.5560477657935285,0
20,3,0.5560477657935285,0
20,4,0.5560477657935285,0
20,5,0.5560477657935285,0
20,6,0.5560477657935285,0
20,7,0.5560477657935285,0
20,8,0.5560477657935285,0
20,9,0.5560477657935285,0
20,10,0.5560477657935285,0
20,11,0.5560477657935285,0
20,12,0.5560477657935285,0
20,13,0.5560477657935285,0
20,14,0.5560477657935285,0
20,15,0.5560477657935285,0
20,16,0.5560477657935285,0
20,17,0.5560477657935285,0
20,18,0.5560477657935285,0
20,19,0.5560477657935285,0
20,20,0.9339849768875192,11.869135856628418
