nb_shards,nb_requests,accuracy,retraining_time
5,0,0.9014348998459168,46.04189944267273
5,1,0.9014348998459168,0
5,2,0.9014348998459168,14.683664083480837
5,3,0.9015151515151515,44.29630470275879
5,4,0.901386748844376,51.91981601715088
5,5,0.9012583461736005,47.66754722595215
5,6,0.9012583461736005,44.70612359046936
5,7,0.899364406779661,46.60662889480591
5,8,0.9014027991782229,44.99950051307678
5,9,0.9011620441705187,46.70477104187012
5,10,0.9014830508474576,45.05164456367493
5,11,0.9016114535182331,49.644604206085205
5,12,0.901386748844376,44.60179924964905
5,13,0.9015472521828454,50.065936803817756
5,14,0.8988828967642527,52.20356893539429
5,15,0.9014670005136107,54.95448160171509
5,16,0.9013546481766821,48.797730445861816
5,17,0.9014670005136107,46.56104516983032
5,18,0.9024300205444273,52.46701002120972
5,19,0.9006965844889574,47.67884159088135
5,20,0.8996051617873652,48.66313195228577
5,21,0.9016435541859271,45.96833038330078
5,22,0.9014188495120699,58.59888768196106
5,23,0.901370698510529,44.21397089958191
5,24,0.9038103492552645,47.11068081855774
5,25,0.9033288392398562,47.41158747673035
5,26,0.9035695942475603,47.73715281486511
5,27,0.9013225475089882,47.45547556877136
5,28,0.899653312788906,46.856911420822144
5,29,0.9013225475089882,46.99302434921265
5,30,0.9015954031843862,48.36714720726013
5,31,0.9041153055983564,45.55675745010376
5,32,0.9012904468412943,48.5808367729187
5,33,0.9060413456599897,47.38136291503906
5,34,0.9022855675398048,58.44781279563904
5,35,0.9049659732922445,45.08466076850891
5,36,0.8993483564458141,48.45814776420593
5,37,0.8998780174627632,47.27503442764282
5,38,0.8940356959424756,52.25731706619263
5,39,0.8984013867488444,48.574873208999634
5,40,0.9026547252182845,46.63825011253357
5,41,0.9062981510015409,48.24832725524902
5,42,0.9012904468412943,51.01372194290161
5,43,0.9012262455059066,52.02815628051758
5,44,0.9022053158705701,48.56922626495361
5,45,0.9022534668721109,56.495190143585205
5,46,0.9009694401643554,48.09684753417969
5,47,0.8993483564458141,51.362117767333984
5,48,0.899942218798151,44.7228467464447
5,49,0.9062018489984591,51.538817167282104
5,50,0.8989952491011813,49.968772888183594
