nb_shards,nb_requests,accuracy,retraining_time
5,0,0.7977176425269645,11.447151899337769
5,1,0.7977176425269645,0
5,2,0.7977176425269645,7.519409894943237
5,3,0.7977176425269645,11.156741619110107
5,4,0.7977176425269645,11.119673490524292
5,5,0.7977336928608115,7.465019941329956
5,6,0.7977336928608115,11.244727849960327
5,7,0.7977497431946584,11.204417943954468
5,8,0.7976694915254238,11.322536945343018
5,9,0.7976694915254238,11.093640327453613
5,10,0.7975250385208013,11.402082204818726
5,11,0.7976534411915768,11.262273073196411
5,12,0.7977015921931176,11.16352367401123
5,13,0.7977497431946584,11.286514520645142
5,14,0.7976855418592707,11.228259325027466
5,15,0.7976373908577299,11.28714919090271
