nb_shards,nb_requests,accuracy,retraining_time
10,0,0.9491204417051875,15.055446147918701
10,1,0.5191319979455573,0
10,2,0.5191319979455573,0
10,3,0.5191319979455573,0
10,4,0.5191319979455573,0
10,5,0.5191319979455573,0
10,6,0.5191319979455573,0
10,7,0.5191319979455573,0
10,8,0.5191319979455573,0
10,9,0.5191319979455573,0
10,10,0.9491204417051875,0
10,11,0.9491204417051875,0
10,12,0.9491043913713405,1.3645131587982178
10,13,0.9491043913713405,1.521674871444702
10,14,0.9491525423728814,1.5618064403533936
10,15,0.9491525423728814,1.5848493576049805
